PPD_ID,Gene Symbol,Gene ID,Protein concentration,Unit,Method,Sample type,Reference,Highest reported plasma protein level,Unit,Sample type
HPRD_01038,RPSA,3921,2.6,ng/ml,Spectral counting,Plasma,21632744,2.6,ng/ml,Plasma
HPRD_01551,RSU1,6251,8.9,ng/ml,Spectral counting,Plasma,21632744,8.9,ng/ml,Plasma
HPRD_01489,S100A1,6271,90,pg/ml,-,Plasma,19690635,90,pg/ml,Plasma
HPRD_00232,S100A10,6281,3.1,ng/ml,Spectral counting,Plasma,21632744,3.1,ng/ml,Plasma
HPRD_04385,S100A11,6282,18,ng/ml,Spectral counting,Plasma,21632744,18,ng/ml,Plasma
HPRD_04383,S100A12,6283,32,ng/ml,Spectral counting,Plasma,21632744,32,ng/ml,Plasma
HPRD_04383,S100A12,6283,18-440,ng/ml,ELISA,Serum,21909201,442,ng/ml,Serum
HPRD_04383,S100A12,6283,18-442,ng/ml,ELISA,Serum,21909201,,,
HPRD_04383,S100A12,6283,10.7-75,ng/ml,-,Serum,18443896,,,
HPRD_15914,S100A4,6275,3.2,ng/ml,Spectral counting,Plasma,21632744,3.2,ng/ml,Plasma
HPRD_00237,S100A6,6277,28,ng/ml,Spectral counting,Plasma,21632744,28,ng/ml,Plasma
HPRD_02645,S100A7,6278,27,ng/ml,Spectral counting,Plasma,21632744,27,ng/ml,Plasma
HPRD_00471,S100A8,6279,270,ng/ml,Spectral counting,Plasma,21632744,270,ng/ml,Plasma
HPRD_00472,S100A9,6280,1.9,ug/ml,Spectral counting,Plasma,21632744,1.9,ug/ml,Plasma
HPRD_01505,S100B,6285,52,pg/ml,-,Plasma,9590385,,,
HPRD_01505,S100B,6285,90,pg/ml,-,Plasma,19690635,90,pg/ml,Plasma
HPRD_02792,S100P,6286,7.3,ng/ml,Spectral counting,Plasma,21632744,7.3,ng/ml,Plasma
HPRD_00097,SAA1,6288,7.4,ug/ml,Spectral counting,Plasma,21632744,7.4,ug/ml,Plasma
HPRD_00097,SAA1,6288,469,ng/ml,Multiple reaction monitoring,Plasma,22577024,,,
HPRD_00097,SAA1,6288,10,ug/ml,-,Plasma,15627965,,,
HPRD_00097,SAA1,6288,10,ug/ml,-,Plasma,20677825,,,
HPRD_00098,SAA2,6289,3.7,ug/ml,Spectral counting,Plasma,21632744,,,
HPRD_00098,SAA2,6289,7.4,ug/ml,Spectral counting,Plasma,21632744,,,
HPRD_00099,SAA4,6291,30,ug/ml,Spectral counting,Plasma,21632744,,,
HPRD_00099,SAA4,6291,41.8 ± 1.7,mg/l,Nephelometric immuoassay,Serum,11256804,,,
HPRD_00099,SAA4,6291,85.8 ± 2.0,mg/l,Nephelometric immuoassay,Serum,11256804,,,
HPRD_00099,SAA4,6291,50,ug/ml,-,Serum,20204147,,,
HPRD_06413,SAMSN1,64092,2,ng/ml,Spectral counting,Plasma,21632744,2,ng/ml,Plasma
HPRD_16716,SARNP,84324,3.5,ng/ml,Spectral counting,Plasma,21632744,3.5,ng/ml,Plasma
HPRD_18498,SBSN,374897,4.5,ng/ml,Spectral counting,Plasma,21632744,4.5,ng/ml,Plasma
HPRD_06762,SCG2,7857,1.9,ng/ml,Spectral counting,Plasma,21632744,1.9,ng/ml,Plasma
HPRD_11538,SCG3,29106,14,ng/ml,Spectral counting,Plasma,21632744,14,ng/ml,Plasma
HPRD_01410,SCG5,6447,7.6,ng/ml,Spectral counting,Plasma,21632744,7.6,ng/ml,Plasma
HPRD_01884,SCGB1A1,7356,56,ng/ml,Spectral counting,Plasma,21632744,56,ng/ml,Plasma
HPRD_01700,SCP2,6342,14,ng/ml,Spectral counting,Plasma,21632744,14,ng/ml,Plasma
HPRD_01718,SDC1,6382,22,ng/ml,Spectral counting,Plasma,21632744,22,ng/ml,Plasma
HPRD_01718,SDC1,6382,28-75,ng/ml,ELISA,Serum,15089762,75,ng/ml,Serum
HPRD_01718,SDC1,6382,40,ng/ml,-,Plasma,19690635,,,
HPRD_13113,SDF4,51150,3.5,ng/ml,Spectral counting,Plasma,21632744,3.5,ng/ml,Plasma
HPRD_09470,SDPR,8436,7.9,ng/ml,Spectral counting,Plasma,21632744,7.9,ng/ml,Plasma
HPRD_04004,SECTM1,6398,64,ng/ml,Spectral counting,Plasma,21632744,64,ng/ml,Plasma
HPRD_00566,SELE,6401,1.3,ng/ml,Spectral counting,Plasma,21632744,45.8,ng/ml,Serum
HPRD_00566,SELE,6401,12.8-45.8,ng/ml,ELISA,Serum,17101577,60.8,ng/ml,Plasma
HPRD_00566,SELE,6401,14.5 ± 6.6,ng/ml,ELISA,Serum,10590190,867,ng/ml,Serum
HPRD_00566,SELE,6401,30 ± 8,ng/ml,ELISA,Plasma,11259814,1.418,ug/ml,Plasma
HPRD_00566,SELE,6401,32.81 ± 10.14,ng/ml,ELISA,Serum,21526496,,,
HPRD_00566,SELE,6401,34.0-60.8,ng/ml,ELISA,Plasma,12215862,,,
HPRD_00566,SELE,6401,920,pg/ml,-,Plasma,15611012,,,
HPRD_00566,SELE,6401,920,pg/ml,-,Plasma,19690635,,,
HPRD_05007,SELENBP1,8991,87,ng/ml,Spectral counting,Plasma,21632744,87,ng/ml,Plasma
HPRD_07034,SELL,6402,92,ng/ml,Spectral counting,Plasma,21632744,,,
HPRD_07034,SELL,6402,1.244,ug/ml,Multiple reaction monitoring,Plasma,22547352,,,
HPRD_07034,SELL,6402,1.246,ug/ml,Multiple reaction monitoring,Plasma,23245390,,,
HPRD_07034,SELL,6402,1.32,ug/ml,Multiple reaction monitoring,Plasma,22547352,,,
HPRD_07034,SELL,6402,936,ng/ml,Multiple reaction monitoring,Plasma,23592487,,,
HPRD_07034,SELL,6402,1.418,ug/ml,Multiple reaction monitoring,Plasma,22577024,,,
HPRD_07034,SELL,6402,17,ng/ml,Immunoassay,Plasma,16038022,,,
HPRD_07034,SELL,6402,601±126,ng/ml,ELISA,Plasma,11259814,,,
HPRD_07034,SELL,6402,666±201,ng/ml,ELISA,Serum,12127376,,,
HPRD_07034,SELL,6402,17,ng/ml,-,Plasma,16335952,,,
HPRD_07034,SELL,6402,17,ng/ml,-,Plasma,19572557,,,
HPRD_07034,SELL,6402,17,ng/ml,-,Plasma,20677825,,,
HPRD_07034,SELL,6402,600,ng/ml,-,Plasma,19690635,,,
HPRD_07034,SELL,6402,601,ng/ml,-,Plasma,20698492,,,
HPRD_07034,SELL,6402,670,ng/ml,-,Plasma,15611012,,,
HPRD_01433,SELP,6403,0.95,ng/ml,Spectral counting,Plasma,21632744,232,ng/ml,Plasma
HPRD_01433,SELP,6403,31.6-61.9,ng/ml,Enzyme immunoassay,Plasma,14760083,,,
HPRD_01433,SELP,6403,13.2 ± 2.3,ng/ml,ELISA,Plasma,18262600,,,
HPRD_01433,SELP,6403,189±43,ng/ml,ELISA,Plasma,11259814,,,
HPRD_01433,SELP,6403,47,ng/ml,-,Plasma,15611012,,,
HPRD_01433,SELP,6403,190,ng/ml,-,Plasma,19690635,,,
HPRD_01433,SELP,6403,200,ng/ml,-,Plasma,15611012,,,
HPRD_01641,SEMG1,6406,5.9,ng/ml,Spectral counting,Plasma,21632744,5.9,ng/ml,Plasma
HPRD_01642,SEMG2,6407,5.9,ng/ml,Spectral counting,Plasma,21632744,5.9,ng/ml,Plasma
HPRD_03286,SEPP1,6414,510,ng/ml,Spectral counting,Plasma,21632744,510,ng/ml,Plasma
HPRD_03286,SEPP1,6414,3.4 ± 0.8,ug/ml,ELISA,Serum,15850963,4.2,ug/ml,Serum
HPRD_03286,SEPP1,6414,5.3,ug/ml,-,Plasma,20204147,,,
HPRD_09570,SERBP1,26135,2.3,ng/ml,Spectral counting,Plasma,21632744,2.3,ng/ml,Plasma
HPRD_02463,SERPINA1,5265,350,ug/ml,Spectral counting,Plasma,21632744,1.429,mg/ml,Blood
HPRD_02463,SERPINA1,5265,1.9-5,mg/ml,Single radial immunodiffusion,Serum,4172868,,,
HPRD_02463,SERPINA1,5265,137.4,ug/ml,Multiple reaction monitoring,Plasma,23245390,,,
HPRD_02463,SERPINA1,5265,1428.97,ug/ml,Multiple reaction monitoring,Blood,23221968,,,
HPRD_02463,SERPINA1,5265,132.8±11.9,mg/dl,ELISA,Serum,12574959,,,
HPRD_02463,SERPINA1,5265,1330 ± 40,mg/L,ELISA,Serum,18197923,,,
HPRD_02463,SERPINA1,5265,1.1,mg/ml,-,Plasma,20677825,,,
HPRD_02463,SERPINA1,5265,1.235,mg/ml,-,Plasma,15627965,,,
HPRD_02463,SERPINA1,5265,1.4,mg/ml,-,Plasma,12938928,,,
HPRD_02463,SERPINA1,5265,1.4,mg/ml,-,Plasma,15611012,,,
HPRD_02463,SERPINA1,5265,1.4,mg/ml,-,Plasma,19690635,,,
HPRD_02463,SERPINA1,5265,1.4,mg/ml,-,Plasma,20204147,,,
HPRD_02463,SERPINA1,5265,4-Feb,mg/ml,-,Plasma,14961748,,,
HPRD_09245,SERPINA10,51156,360,ng/ml,Spectral counting,Plasma,21632744,1.6,ug/ml,Plasma
HPRD_09245,SERPINA10,51156,1-1.6,ug/ml,Coagulation assay,Plasma,9689066,,,
HPRD_09245,SERPINA10,51156,1.6,ug/ml,-,Plasma,20204147,,,
HPRD_19045,SERPINA11,256394,6.7,ng/ml,Spectral counting,Plasma,21632744,6.7,ng/ml,Plasma
HPRD_00120,SERPINA3,12,110,ug/ml,Spectral counting,Plasma,21632744,187.68,ug/ml,Blood
HPRD_00120,SERPINA3,12,187.68,ug/ml,Multiple reaction monitoring,Blood,23221968,500,ug/ml,Serum
HPRD_00120,SERPINA3,12,70-500,ug/ml,Immunoelectrophoresis,Serum,22112431,110,ug/ml,Plasma
HPRD_00120,SERPINA3,12,42,ug/ml,-,Plasma,15611012,,,
HPRD_00120,SERPINA3,12,42,ug/ml,-,Plasma,20204147,,,
HPRD_00120,SERPINA3,12,400,ug/ml,-,Plasma,12938928,,,
HPRD_00120,SERPINA3,12,450,ug/ml,-,Plasma,15627965,,,
HPRD_00120,SERPINA3,12,450,ug/ml,-,Plasma,20677825,,,
HPRD_01004,SERPINA4,5267,1.1,ug/ml,Spectral counting,Plasma,21632744,25.6,ug/ml,Plasma
HPRD_01004,SERPINA4,5267,22.1 ± 3.5,ug/ml,ELISA,Plasma,8648266,,,
HPRD_03503,SERPINA5,5104,390,ng/ml,Spectral counting,Plasma,21632744,1.1,mg/ml,Plasma
HPRD_03503,SERPINA5,5104,5.3±1.7,mg/l,Immunoradiometric assay,Plasma,1372913,,,
HPRD_03503,SERPINA5,5104,1100,ug/ml,Immunoassay,Plasma,16038022,,,
HPRD_03503,SERPINA5,5104,3,ug/ml,-,Plasma,12938928,,,
HPRD_03503,SERPINA5,5104,5.3,ug/ml,-,Plasma,15611012,,,
HPRD_03503,SERPINA5,5104,5.3,ug/ml,-,Plasma,19690635,,,
HPRD_03503,SERPINA5,5104,5.6,ug/ml,-,Plasma,20204147,,,
HPRD_00419,SERPINA6,866,1.2,ug/ml,Spectral counting,Plasma,21632744,1.2,ug/ml,Plasma
HPRD_00419,SERPINA6,866,70,ug/ml,-,Plasma,15627965,,,
HPRD_00419,SERPINA6,866,60-80,ug/ml,-,Plasma,14961748,,,
HPRD_02438,SERPINA7,6906,1300,ng/ml,Spectral counting,Plasma,21632744,,,
HPRD_02438,SERPINA7,6906,15,ug/ml,-,Plasma,15627965,,,
HPRD_02438,SERPINA7,6906,15,ug/ml,-,Plasma,20677825,,,
HPRD_00555,SERPINB1,1992,14,ng/ml,Spectral counting,Plasma,21632744,14,ng/ml,Plasma
HPRD_02745,SERPINB3,6317,6.1,ng/ml,Spectral counting,Plasma,21632744,6.1,ng/ml,Plasma
HPRD_02745,SERPINB3,6317,4.2,ng/ml,-,Plasma,19690635,,,
HPRD_02746,SERPINB4,6318,6.1,ng/ml,Spectral counting,Plasma,21632744,6.1,ng/ml,Plasma
HPRD_02746,SERPINB4,6318,2,ng/ml,-,Plasma,19690635,,,
HPRD_01413,SERPINB6,5269,3.6,ng/ml,Spectral counting,Plasma,21632744,3.6,ng/ml,Plasma
HPRD_03412,SERPINB8,5271,14,ng/ml,Spectral counting,Plasma,21632744,14,ng/ml,Plasma
HPRD_00122,SERPINC1,462,60,ug/ml,Spectral counting,Plasma,21632744,355.86,ug/ml,Blood
HPRD_00122,SERPINC1,462,35.8,ug/ml,Multiple reaction monitoring,Plasma,23245390,320,ug/ml,Plasma
HPRD_00122,SERPINC1,462,355.86,ug/ml,Multiple reaction monitoring,Blood,23221968,,,
HPRD_00122,SERPINC1,462,30.21,ug/ml,Multiple reaction monitoring,Plasma,22577024,,,
HPRD_00122,SERPINC1,462,53.24,ug/ml,Multiple reaction monitoring,Plasma,22547352,,,
HPRD_00122,SERPINC1,462,58,ug/ml,Multiple reaction monitoring,Plasma,22547352,,,
HPRD_00122,SERPINC1,462,320,ug/ml,Immunoassay,Plasma,16038022,,,
HPRD_00122,SERPINC1,462,145,ug/ml,-,Plasma,15627965,,,
HPRD_00122,SERPINC1,462,150,ug/ml,-,Plasma,12938928,,,
HPRD_00122,SERPINC1,462,150,ug/ml,-,Plasma,20677825,,,
HPRD_00122,SERPINC1,462,200,ug/ml,-,Plasma,15611012,,,
HPRD_00122,SERPINC1,462,200,ug/ml,-,Plasma,20204147,,,
HPRD_00122,SERPINC1,462,320,ug/ml,-,Plasma,19572557,,,
HPRD_00795,SERPIND1,3053,4.3,ug/ml,Spectral counting,Plasma,21632744,90,ug/ml,
HPRD_00795,SERPIND1,3053,38.65,ug/ml,Multiple reaction monitoring,Plasma,23245390,,,
HPRD_00795,SERPIND1,3053,43.3,ug/ml,Multiple reaction monitoring,Plasma,22547352,,,
HPRD_00795,SERPIND1,3053,44,ug/ml,Multiple reaction monitoring,Plasma,22547352,,,
HPRD_00795,SERPIND1,3053,50.83,ug/ml,Multiple reaction monitoring,Blood,23221968,,,
HPRD_00795,SERPIND1,3053,46.806,ug/ml,Multiple reaction monitoring,Plasma,22577024,,,
HPRD_00795,SERPIND1,3053,90,ug/ml,Immunoassay,Plasma,6895893,,,
HPRD_00795,SERPIND1,3053,80,ug/ml,-,Plasma,15627965,,,
HPRD_00795,SERPIND1,3053,80,ug/ml,-,Plasma,20677825,,,
HPRD_01418,SERPINE1,5054,14,ng/ml,Spectral counting,Plasma,21632744,23.1,ng/ml,Plasma
HPRD_01418,SERPINE1,5054,42.4±23,ng/ml,Enzyme immunoassay,Serum,12818410,65.4,ng/ml,Serum
HPRD_01418,SERPINE1,5054,21.1,ng/ml,ELISA,Plasma,22200807,,,
HPRD_01418,SERPINE1,5054,1.3-23.1,ng/ml,ELISA,Plasma,16642549,,,
HPRD_01418,SERPINE1,5054,8,ng/ml,-,Plasma,19690635,,,
HPRD_01418,SERPINE1,5054,42,ng/ml,-,Plasma,15611012,,,
HPRD_01408,SERPINF1,5176,7.2,ug/ml,Spectral counting,Plasma,21632744,7.36,ug/ml,Plasma
HPRD_01408,SERPINF1,5176,5,ug/ml,Quantitative western blot,Plasma,12737624,175,ug/ml,Serum
HPRD_01408,SERPINF1,5176,7.36,ug/ml,Multiple reaction monitoring,Plasma,23245390,,,
HPRD_01408,SERPINF1,5176,20-175,ug/ml,ELISA,Serum,22669302,,,
HPRD_01408,SERPINF1,5176,5,ug/ml,-,Plasma,14961748,,,
HPRD_01408,SERPINF1,5176,5,ug/ml,-,Plasma,15627965,,,
HPRD_01408,SERPINF1,5176,5,ug/ml,-,Plasma,16335952,,,
HPRD_01408,SERPINF1,5176,5,ug/ml,-,Plasma,20204147,,,
HPRD_01408,SERPINF1,5176,5,ug/ml,-,Plasma,20677825,,,
HPRD_02029,SERPINF2,5345,12,ug/ml,Spectral counting,Plasma,21632744,80,ug/ml,Plasma
HPRD_02029,SERPINF2,5345,61.241,ug/ml,Multiple reaction monitoring,Plasma,22577024,,,
HPRD_02029,SERPINF2,5345,65.87,ug/ml,Multiple reaction monitoring,Plasma,22547352,,,
HPRD_02029,SERPINF2,5345,80,ug/ml,Multiple reaction monitoring,Plasma,22547352,,,
HPRD_02029,SERPINF2,5345,70,ug/ml,-,Plasma,15611012,,,
HPRD_02029,SERPINF2,5345,70,ug/ml,-,Plasma,20204147,,,
HPRD_02029,SERPINF2,5345,6.9 ± 0.6,mg/dl,-,Plasma,8271952,,,
HPRD_06033,SERPING1,710,12,ug/ml,Spectral counting,Plasma,21632744,85.67,ug/ml,Blood
HPRD_06033,SERPING1,710,26.5± 1.5 ,mg/dl,Radial immunodiffusion,Plasma,3201136,280,ug/ml,Plasma
HPRD_06033,SERPING1,710,85.67,ug/ml,Multiple reaction monitoring,Blood,23221968,,,
HPRD_06033,SERPING1,710,300,ug/ml,-,Plasma,15611012,,,
HPRD_06033,SERPING1,710,300,ug/ml,-,Plasma,20204147,,,
HPRD_02968,SERPINH1,871,5.9,ng/ml,Spectral counting,Plasma,21632744,5.9,ng/ml,Plasma
HPRD_03185,SFN,2810,180,ng/ml,Spectral counting,Plasma,21632744,180,ng/ml,Plasma
HPRD_02178,SH3BGRL,6451,160,ng/ml,Spectral counting,Plasma,21632744,160,ng/ml,Plasma
HPRD_15331,SH3BGRL2,83699,2.6,ng/ml,Spectral counting,Plasma,21632744,2.6,ng/ml,Plasma
HPRD_15332,SH3BGRL3,83442,68,ng/ml,Spectral counting,Plasma,21632744,68,ng/ml,Plasma
HPRD_01646,SHBG,6462,260,ng/ml,Spectral counting,Plasma,21632744,260,ng/ml,Plasma
HPRD_01646,SHBG,6462,101,ng/ml,Multiple reaction monitoring,Plasma,22577024,,,
HPRD_01643,SHMT1,6470,2.2,ng/ml,Spectral counting,Plasma,21632744,2.2,ng/ml,Plasma
HPRD_19304,SIGLEC14,100049587,2.2,ng/ml,Spectral counting,Plasma,21632744,2.2,ng/ml,Plasma
HPRD_03912,SIRPA,140885,16,ng/ml,Spectral counting,Plasma,21632744,16,ng/ml,Plasma
HPRD_17506,SLC38A10,124565,3.3,ng/ml,Spectral counting,Plasma,21632744,3.3,ng/ml,Plasma
HPRD_01148,SLC3A2,6520,12,ng/ml,Spectral counting,Plasma,21632744,12,ng/ml,Plasma
HPRD_00175,SLC4A1,6521,4.9,ng/ml,Spectral counting,Plasma,21632744,4.9,ng/ml,Plasma
HPRD_00121,SLPI,6590,13,ng/ml,Spectral counting,Plasma,21632744,13,ng/ml,Plasma
HPRD_00121,SLPI,6590,25-43,ng/ml,ELISA,Serum,15661245,43,ng/ml,Serum
HPRD_00121,SLPI,6590,32,ng/ml,-,Plasma,19690635,,,
HPRD_05836,SLURP1,57152,110,ng/ml,Spectral counting,Plasma,21632744,110,ng/ml,Plasma
HPRD_18078,SMR3B,10879,4.8,ng/ml,Spectral counting,Plasma,21632744,4.8,ng/ml,Plasma
HPRD_01227,SNCA,6622,49,ng/ml,Spectral counting,Plasma,21632744,49,ng/ml,Plasma
HPRD_00937,SOD1,6647,600,ng/ml,Spectral counting,Plasma,21632744,600,ng/ml,Plasma
HPRD_00938,SOD2,6648,7.1,ng/ml,Spectral counting,Plasma,21632744,7.1,ng/ml,Plasma
HPRD_01708,SOD3,6649,120,ng/ml,Spectral counting,Plasma,21632744,122,ng/ml,Plasma
HPRD_01708,SOD3,6649,116 ± 6,ng/ml,ELISA,Plasma,14592844,,,
HPRD_01679,SORD,6652,2.2,ng/ml,Spectral counting,Plasma,21632744,2.2,ng/ml,Plasma
HPRD_01631,SPARC,6678,66,ng/ml,Spectral counting,Plasma,21632744,66,ng/ml,Plasma
HPRD_06919,SPARCL1,8404,53,ng/ml,Spectral counting,Plasma,21632744,53,ng/ml,Plasma
HPRD_01341,SPINK1,6690,230,ng/ml,Spectral counting,Plasma,21632744,230,ng/ml,Plasma
HPRD_01341,SPINK1,6690,21,ng/ml,-,Plasma,19690635,,,
HPRD_05423,SPINK5,11005,210,ng/ml,Spectral counting,Plasma,21632744,210,ng/ml,Plasma
HPRD_16850,SPINK7,84651,9.7,ng/ml,Spectral counting,Plasma,21632744,9.7,ng/ml,Plasma
HPRD_05494,SPINT1,6692,11.09±3.20,ng/ml,ELISA,Serum,16353247,14.29,ng/ml,Serum
HPRD_05495,SPINT2,10653,1.69±1.87,ng/ml,ELISA,Serum,16353247,3.9,ng/ml,Plasma
HPRD_01325,SPP1,6696,180,ng/ml,Spectral counting,Plasma,21632744,180,ng/ml,Plasma
HPRD_01325,SPP1,6696,353±15,ng/ml,ELISA,Serum,11751502,469,ng/ml,Serum
HPRD_01325,SPP1,6696,38.23-71.21,ng/ml,ELISA,Plasma,17386288,,,
HPRD_01325,SPP1,6696,439±30,ng/ml,ELISA,Serum,11751502,,,
HPRD_01325,SPP1,6696,440,ng/ml,-,Plasma,19690635,,,
HPRD_04029,SPP2,6694,800,ng/ml,Spectral counting,Plasma,21632744,800,ng/ml,Plasma
HPRD_01685,SPTA1,6708,1.2,ng/ml,Spectral counting,Plasma,21632744,1.2,ng/ml,Plasma
HPRD_01686,SPTB,6710,1.4,ng/ml,Spectral counting,Plasma,21632744,1.4,ng/ml,Plasma
HPRD_01683,SPTBN1,6711,1.4,ng/ml,Spectral counting,Plasma,21632744,1.4,ng/ml,Plasma
HPRD_08920,SST,6750,4.9,ng/ml,Spectral counting,Plasma,21632744,4.9,ng/ml,Plasma
HPRD_08920,SST,6750,20,pg/ml,-,Plasma,19690635,7.9,ng/ml,Plasma
HPRD_01696,STATH,6779,7.9,ng/ml,Spectral counting,Plasma,21632744,1.8,ng/ml,Plasma
HPRD_05454,STIP1,10963,1.8,ng/ml,Spectral counting,Plasma,21632744,1.8,ng/ml,Plasma
HPRD_01047,STMN1,3925,3.5,ng/ml,Spectral counting,Plasma,21632744,3.5,ng/ml,Plasma
HPRD_00585,STOM,2040,3.5,ng/ml,Spectral counting,Plasma,21632744,3.5,ng/ml,Plasma
HPRD_04449,STX7,8417,4.2,ng/ml,Spectral counting,Plasma,21632744,4.2,ng/ml,Plasma
HPRD_03423,STXBP2,6813,1.8,ng/ml,Spectral counting,Plasma,21632744,15,ng/ml,Plasma
HPRD_18128,SUCLG1,8802,2.8,ng/ml,Spectral counting,Plasma,21632744,2.8,ng/ml,Plasma
HPRD_03754,SUMO3,6612,7.9,ng/ml,Spectral counting,Plasma,21632744,7.9,ng/ml,Plasma
HPRD_12942,SVEP1,79987,540,pg/ml,Spectral counting,Plasma,21632744,540,pg/ml,Plasma
HPRD_09090,SYMPK,8189,3.4,ng/ml,Spectral counting,Plasma,21632744,3.4,ng/ml,Plasma
HPRD_06864,TAGLN2,8407,120,ng/ml,Spectral counting,Plasma,21632744,120,ng/ml,Plasma
HPRD_03640,TALDO1,6888,15,ng/ml,Spectral counting,Plasma,21632744,1.1,ng/ml,Plasma
HPRD_01762,TARS,6897,1.1,ng/ml,Spectral counting,Plasma,21632744,7.4,ng/ml,Plasma
HPRD_18166,TBCA,6902,7.4,ng/ml,Spectral counting,Plasma,21632744,1.3,ug/ml,Plasma
HPRD_02874,TCEB2,6923,2.1,ng/ml,Spectral counting,Plasma,21632744,2.1,ng/ml,Plasma
HPRD_02571,TEK,7010,5·75-8·75,ng/ml,ELISA,Plasma,14511360,9,ng/ml,Plasma
HPRD_02571,TEK,7010,6·4-8·5,ng/ml,ELISA,Plasma,14511360,,,
HPRD_02571,TEK,7010,9-Jul,ng/ml,ELISA,Plasma,12814387,,,
HPRD_02571,TEK,7010,8.5,ng/ml,-,Plasma,19690635,,,
HPRD_01811,TF,7018,360,ug/ml,Spectral counting,Plasma,21632744,,,
HPRD_01811,TF,7018,2-4.5,mg/ml,Single radial immunodiffusion,Serum,4172868,2.3,mg/ml,Plasma
HPRD_01811,TF,7018,1.5,mg/ml,Multiple reaction monitoring,Plasma,23245390,4.5,mg/ml,Serum
HPRD_01811,TF,7018,2.3,mg/ml,Immunoassay,Plasma,16038022,,,
HPRD_01811,TF,7018,2.3,mg/ml,-,Plasma,19572557,,,
HPRD_01811,TF,7018,2.3,mg/ml,-,Plasma,20677825,,,
HPRD_01811,TF,7018,2.66,mg/ml,-,Plasma,15627965,,,
HPRD_01811,TF,7018,4,mg/ml,-,Plasma,19690635,,,
HPRD_01811,TF,7018,11,mg/ml,-,Plasma,12938928,,,
HPRD_01811,TF,7018,2800,mg/ml,-,Serum,20204147,,,
HPRD_01811,TF,7018,4-Feb,mg/ml,-,Plasma,14961748,,,
HPRD_00219,TFF1,7031,28,ng/ml,Spectral counting,Plasma,21632744,28,ng/ml,Plasma
HPRD_01682,TFF2,7032,24,ng/ml,Spectral counting,Plasma,21632744,24,ng/ml,Plasma
HPRD_02797,TFF3,7033,47,ng/ml,Spectral counting,Plasma,21632744,47,ng/ml,Plasma
HPRD_01064,TFPI,7035,23,ng/ml,Spectral counting,Plasma,21632744,23,ng/ml,Plasma
HPRD_01064,TFPI,7035,16,ng/ml,Multiple reaction monitoring,Plasma,22577024,,,
HPRD_01064,TFPI,7035,23,ng/ml,-,Plasma,15611012,,,
HPRD_01064,TFPI,7035,78,ng/ml,-,Plasma,16335952,,,
HPRD_01812,TFRC,7037,2.9,ng/ml,Spectral counting,Plasma,21632744,,,
HPRD_01812,TFRC,7037,580,ng/ml,Immunoassay,Plasma,16038022,,,
HPRD_01812,TFRC,7037,5.2,ug/ml,-,Plasma,19690635,,,
HPRD_01812,TFRC,7037,580,ng/ml,-,Plasma,16335952,,,
HPRD_01812,TFRC,7037,580,ng/ml,-,Plasma,19572557,,,
HPRD_01812,TFRC,7037,580,ng/ml,-,Plasma,20677825,580,ng/ml,Plasma
HPRD_01782,TG,7038,0-20.7,ng/ml,Radioimmunoassay,Serum,1150869,20.7,ng/ml,Serum
HPRD_01782,TG,7038,1,ng/ml,-,Plasma,19690635,1,ng/ml,Plasma
HPRD_07522,TGFA,7039,18-Dec,pg/ml,ELISA,Serum,9299253,18,pg/ml,Serum
HPRD_07522,TGFA,7039,15,pg/ml,-,Plasma,19690635,15,pg/ml,Plasma
HPRD_01821,TGFB1,7040,3.3,ng/ml,Spectral counting,Plasma,21632744,70.6,ng/ml,Serum
HPRD_01821,TGFB1,7040,75,ng/ml,Immunoassay,Plasma,16038022,75,ng/ml,Plasma
HPRD_01821,TGFB1,7040,8.5-34.9,ng/ml,Immunoassay,Serum,12560755,140,ng/ml,Plasma
HPRD_01821,TGFB1,7040,1.4 ± 0.8 ,ng/ml,ELISA,Plasma,7513247,,,
HPRD_01821,TGFB1,7040,11.7-70.6,ng/ml,ELISA,Serum,11566625,,,
HPRD_01821,TGFB1,7040,14.98 ± 12.39,ng/ml,ELISA,Plasma,17392576,,,
HPRD_01821,TGFB1,7040,59.6 ± 2.2,ng/ml,ELISA,Serum,18197923,,,
HPRD_01821,TGFB1,7040,2.3,ng/ml,-,Plasma,16335952,,,
HPRD_01821,TGFB1,7040,4.5,ng/ml,-,Plasma,15611012,,,
HPRD_01821,TGFB1,7040,14,ng/ml,-,Plasma,19690635,,,
HPRD_01821,TGFB1,7040,75,ng/ml,-,Plasma,19572557,,,
HPRD_03409,TGFBI,7045,140,ng/ml,Spectral counting,Plasma,21632744,,,
HPRD_01823,TGFBR2,7048,1.3,ng/ml,Spectral counting,Plasma,21632744,1.3,ng/ml,Plasma
HPRD_02846,TGFBR3,7049,8.3,ng/ml,Spectral counting,Plasma,21632744,8.3,ng/ml,Plasma
HPRD_02584,TGM3,7053,2.4,ng/ml,Spectral counting,Plasma,21632744,2.4,ng/ml,Plasma
HPRD_01765,THBS1,7057,510,ng/ml,Spectral counting,Plasma,21632744,510,ng/ml,Plasma
HPRD_01765,THBS1,7057,142-315,ng/ml,Radioimuunoassay,Plasma,10817245,,,
HPRD_01765,THBS1,7057,200,ng/ml,-,Plasma,15611012,,,
HPRD_01765,THBS1,7057,210,ng/ml,-,Plasma,19690635,,,
